Service Date,Report Time,Service Week,Route,Available Vehicles,Peak Number of Vehicles,Buses Required,Detour,Detour Details,Total Available Vehicles,Total Required Vehicles,Bus Fleet Compliance Rate
2023-08-18,Pull-out AM (6 AM-7 AM),Friday,EM-LP,5.0,,6.0,No,,34.0,44.0,0.7727272727272727
2023-08-18,Pull-out AM (6 AM-7 AM),Friday,GT-US,7.0,,11.0,No,,34.0,44.0,0.7727272727272727
2023-08-18,Pull-out AM (6 AM-7 AM),Friday,NMS,4.0,,4.0,No,,34.0,44.0,0.7727272727272727
2023-08-18,Pull-out AM (6 AM-7 AM),Friday,RS-DP,6.0,,6.0,No,,34.0,44.0,0.7727272727272727
2023-08-18,Pull-out AM (6 AM-7 AM),Friday,WP-AM,6.0,,7.0,No,,34.0,44.0,0.7727272727272727
2023-08-19,Night Service Delivery (9 PM onwards),Saturday,CH-US,9.0,,10.0,No,,42.0,47.0,0.8936170212765957
2023-08-19,Night Service Delivery (9 PM onwards),Saturday,EM-LP,6.0,,6.0,No,,42.0,47.0,0.8936170212765957
2023-08-19,Night Service Delivery (9 PM onwards),Saturday,GT-US,11.0,,11.0,No,,42.0,47.0,0.8936170212765957
2023-08-19,Night Service Delivery (9 PM onwards),Saturday,NMS,3.0,,6.0,No,,42.0,47.0,0.8936170212765957
2023-08-19,Night Service Delivery (9 PM onwards),Saturday,RS-DP,6.0,,6.0,Yes,"RS-DP- Operators will detour at Rosslyn due to crane operation until further notice.
 
WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",42.0,47.0,0.8936170212765957
2023-08-19,Night Service Delivery (9 PM onwards),Saturday,WP-AM,7.0,,8.0,No,,42.0,47.0,0.8936170212765957
2023-08-19,Operations Report,Saturday,CH-US,8.0,8.0,10.0,No,,34.0,47.0,0.723404255319149
2023-08-19,Operations Report,Saturday,EM-LP,4.0,4.0,6.0,No,,34.0,47.0,0.723404255319149
2023-08-19,Operations Report,Saturday,GT-US,8.0,8.0,12.0,No,,34.0,47.0,0.723404255319149
2023-08-19,Operations Report,Saturday,NMS,4.0,4.0,6.0,No,,34.0,47.0,0.723404255319149
2023-08-19,Operations Report,Saturday,RS-DP,5.0,5.0,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.",34.0,47.0,0.723404255319149
2023-08-19,Operations Report,Saturday,WP-AM,5.0,5.0,7.0,No,,34.0,47.0,0.723404255319149
2023-08-19,PM Service Delivery (3 PM-5 PM),Saturday,CH-US,8.0,,10.0,No,,39.0,47.0,0.8297872340425532
2023-08-19,PM Service Delivery (3 PM-5 PM),Saturday,EM-LP,6.0,,6.0,No,,39.0,47.0,0.8297872340425532
2023-08-19,PM Service Delivery (3 PM-5 PM),Saturday,GT-US,10.0,,12.0,No,,39.0,47.0,0.8297872340425532
2023-08-19,PM Service Delivery (3 PM-5 PM),Saturday,NMS,5.0,,6.0,No,,39.0,47.0,0.8297872340425532
2023-08-19,PM Service Delivery (3 PM-5 PM),Saturday,RS-DP,4.0,,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.",39.0,47.0,0.8297872340425532
2023-08-19,PM Service Delivery (3 PM-5 PM),Saturday,WP-AM,6.0,,7.0,No,,39.0,47.0,0.8297872340425532
2023-08-19,Pull-out AM (6 AM-7 AM),Saturday,CH-US,7.0,,10.0,No,,34.0,45.0,0.7555555555555555
2023-08-19,Pull-out AM (6 AM-7 AM),Saturday,EM-LP,5.0,,6.0,No,,34.0,45.0,0.7555555555555555
2023-08-19,Pull-out AM (6 AM-7 AM),Saturday,GT-US,8.0,,10.0,No,,34.0,45.0,0.7555555555555555
2023-08-19,Pull-out AM (6 AM-7 AM),Saturday,NMS,3.0,,6.0,No,,34.0,45.0,0.7555555555555555
2023-08-19,Pull-out AM (6 AM-7 AM),Saturday,RS-DP,6.0,,6.0,No,,34.0,45.0,0.7555555555555555
2023-08-19,Pull-out AM (6 AM-7 AM),Saturday,WP-AM,5.0,,7.0,No,,34.0,45.0,0.7555555555555555
2023-08-20,AM Service Delivery (7 AM-9 AM),Sunday,CH-US,9.0,,11.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,AM Service Delivery (7 AM-9 AM),Sunday,EM-LP,5.0,,6.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,AM Service Delivery (7 AM-9 AM),Sunday,GT-US,10.0,,10.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,AM Service Delivery (7 AM-9 AM),Sunday,NMS,5.0,,6.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,AM Service Delivery (7 AM-9 AM),Sunday,RS-DP,6.0,,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",42.0,46.0,0.9130434782608695
2023-08-20,AM Service Delivery (7 AM-9 AM),Sunday,WP-AM,7.0,,7.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,Night Service Delivery (9 PM onwards),Sunday,CH-US,9.0,,10.0,No,,40.0,49.0,0.8163265306122449
2023-08-20,Night Service Delivery (9 PM onwards),Sunday,EM-LP,3.0,,6.0,No,,40.0,49.0,0.8163265306122449
2023-08-20,Night Service Delivery (9 PM onwards),Sunday,GT-US,13.0,,13.0,No,,40.0,49.0,0.8163265306122449
2023-08-20,Night Service Delivery (9 PM onwards),Sunday,NMS,4.0,,6.0,No,,40.0,49.0,0.8163265306122449
2023-08-20,Night Service Delivery (9 PM onwards),Sunday,RS-DP,5.0,,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",40.0,49.0,0.8163265306122449
2023-08-20,Night Service Delivery (9 PM onwards),Sunday,WP-AM,6.0,,8.0,No,,40.0,49.0,0.8163265306122449
2023-08-20,Operations Report,Sunday,CH-US,10.0,10.0,11.0,No,,39.0,50.0,0.78
2023-08-20,Operations Report,Sunday,EM-LP,4.0,4.0,6.0,No,,39.0,50.0,0.78
2023-08-20,Operations Report,Sunday,GT-US,11.0,11.0,12.0,No,,39.0,50.0,0.78
2023-08-20,Operations Report,Sunday,NMS,4.0,4.0,6.0,No,,39.0,50.0,0.78
2023-08-20,Operations Report,Sunday,RS-DP,5.0,5.0,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",39.0,50.0,0.78
2023-08-20,Operations Report,Sunday,WP-AM,5.0,5.0,8.0,No,,39.0,50.0,0.78
2023-08-20,PM Service Delivery (3 PM-5 PM),Sunday,CH-US,10.0,,11.0,No,,43.0,50.0,0.86
2023-08-20,PM Service Delivery (3 PM-5 PM),Sunday,EM-LP,5.0,,6.0,No,,43.0,50.0,0.86
2023-08-20,PM Service Delivery (3 PM-5 PM),Sunday,GT-US,11.0,,12.0,No,,43.0,50.0,0.86
2023-08-20,PM Service Delivery (3 PM-5 PM),Sunday,NMS,5.0,,6.0,No,,43.0,50.0,0.86
2023-08-20,PM Service Delivery (3 PM-5 PM),Sunday,RS-DP,6.0,,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",43.0,50.0,0.86
2023-08-20,PM Service Delivery (3 PM-5 PM),Sunday,WP-AM,6.0,,8.0,No,,43.0,50.0,0.86
2023-08-20,Pull-out AM (6 AM-7 AM),Sunday,CH-US,9.0,,11.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,Pull-out AM (6 AM-7 AM),Sunday,EM-LP,6.0,,6.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,Pull-out AM (6 AM-7 AM),Sunday,GT-US,10.0,,10.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,Pull-out AM (6 AM-7 AM),Sunday,NMS,4.0,,6.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,Pull-out AM (6 AM-7 AM),Sunday,RS-DP,6.0,,6.0,No,,42.0,46.0,0.9130434782608695
2023-08-20,Pull-out AM (6 AM-7 AM),Sunday,WP-AM,7.0,,7.0,No,,42.0,46.0,0.9130434782608695
2023-08-21,AM Service Delivery (7 AM-9 AM),Monday-Thursday,CH-US,8.0,,10.0,No,,38.0,47.0,0.8085106382978723
2023-08-21,AM Service Delivery (7 AM-9 AM),Monday-Thursday,EM-LP,5.0,,6.0,No,,38.0,47.0,0.8085106382978723
2023-08-21,AM Service Delivery (7 AM-9 AM),Monday-Thursday,GT-US,8.0,,11.0,No,,38.0,47.0,0.8085106382978723
2023-08-21,AM Service Delivery (7 AM-9 AM),Monday-Thursday,NMS,5.0,,7.0,No,,38.0,47.0,0.8085106382978723
2023-08-21,AM Service Delivery (7 AM-9 AM),Monday-Thursday,RS-DP,5.0,,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",38.0,47.0,0.8085106382978723
2023-08-21,AM Service Delivery (7 AM-9 AM),Monday-Thursday,WP-AM,7.0,,7.0,No,,38.0,47.0,0.8085106382978723
2023-08-21,Night Service Delivery (9 PM onwards),Monday-Thursday,CH-US,8.0,,9.0,No,,44.0,50.0,0.88
2023-08-21,Night Service Delivery (9 PM onwards),Monday-Thursday,EM-LP,4.0,,6.0,No,,44.0,50.0,0.88
2023-08-21,Night Service Delivery (9 PM onwards),Monday-Thursday,GT-US,12.0,,14.0,No,,44.0,50.0,0.88
2023-08-21,Night Service Delivery (9 PM onwards),Monday-Thursday,NMS,6.0,,7.0,No,,44.0,50.0,0.88
2023-08-21,Night Service Delivery (9 PM onwards),Monday-Thursday,RS-DP,6.0,,6.0,Yes,"WESTBOUND-

-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:


-Normal route to Dupont.",44.0,50.0,0.88
2023-08-21,Night Service Delivery (9 PM onwards),Monday-Thursday,WP-AM,8.0,,8.0,No,,44.0,50.0,0.88
2023-08-21,Operations Report,Monday-Thursday,CH-US,8.0,8.0,11.0,No,,38.0,54.0,0.7037037037037037
2023-08-21,Operations Report,Monday-Thursday,EM-LP,5.0,5.0,7.0,No,,38.0,54.0,0.7037037037037037
2023-08-21,Operations Report,Monday-Thursday,GT-US,9.0,9.0,13.0,No,,38.0,54.0,0.7037037037037037
2023-08-21,Operations Report,Monday-Thursday,NMS,6.0,6.0,8.0,No,,38.0,54.0,0.7037037037037037
2023-08-21,Operations Report,Monday-Thursday,RS-DP,4.0,4.0,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.",38.0,54.0,0.7037037037037037
2023-08-21,Operations Report,Monday-Thursday,WP-AM,6.0,6.0,8.0,No,,38.0,54.0,0.7037037037037037
2023-08-21,PM Service Delivery (3 PM-5 PM),Monday-Thursday,CH-US,8.0,,11.0,No,,43.0,54.0,0.7962962962962963
2023-08-21,PM Service Delivery (3 PM-5 PM),Monday-Thursday,EM-LP,5.0,,7.0,No,,43.0,54.0,0.7962962962962963
2023-08-21,PM Service Delivery (3 PM-5 PM),Monday-Thursday,GT-US,10.0,,13.0,No,,43.0,54.0,0.7962962962962963
2023-08-21,PM Service Delivery (3 PM-5 PM),Monday-Thursday,NMS,6.0,,8.0,No,,43.0,54.0,0.7962962962962963
2023-08-21,PM Service Delivery (3 PM-5 PM),Monday-Thursday,RS-DP,6.0,,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.",43.0,54.0,0.7962962962962963
2023-08-21,PM Service Delivery (3 PM-5 PM),Monday-Thursday,WP-AM,8.0,,8.0,No,,43.0,54.0,0.7962962962962963
2023-08-21,Pull-out AM (6 AM-7 AM),Monday-Thursday,CH-US,8.0,,10.0,No,,39.0,44.0,0.8863636363636364
2023-08-21,Pull-out AM (6 AM-7 AM),Monday-Thursday,EM-LP,5.0,,6.0,No,,39.0,44.0,0.8863636363636364
2023-08-21,Pull-out AM (6 AM-7 AM),Monday-Thursday,GT-US,11.0,,11.0,No,,39.0,44.0,0.8863636363636364
2023-08-21,Pull-out AM (6 AM-7 AM),Monday-Thursday,NMS,4.0,,4.0,No,,39.0,44.0,0.8863636363636364
2023-08-21,Pull-out AM (6 AM-7 AM),Monday-Thursday,RS-DP,5.0,,6.0,No,,39.0,44.0,0.8863636363636364
2023-08-21,Pull-out AM (6 AM-7 AM),Monday-Thursday,WP-AM,6.0,,7.0,No,,39.0,44.0,0.8863636363636364
2023-08-22,AM Service Delivery (7 AM-9 AM),Monday-Thursday,CH-US,10.0,,10.0,No,,45.0,47.0,0.9574468085106383
2023-08-22,AM Service Delivery (7 AM-9 AM),Monday-Thursday,EM-LP,6.0,,6.0,No,,45.0,47.0,0.9574468085106383
2023-08-22,AM Service Delivery (7 AM-9 AM),Monday-Thursday,GT-US,10.0,,11.0,No,,45.0,47.0,0.9574468085106383
2023-08-22,AM Service Delivery (7 AM-9 AM),Monday-Thursday,NMS,6.0,,7.0,No,,45.0,47.0,0.9574468085106383
2023-08-22,AM Service Delivery (7 AM-9 AM),Monday-Thursday,RS-DP,6.0,,6.0,Yes,"RS-DP- Operators will detour at Rosslyn due to crane operation until further notice.

 

WESTBOUND-

-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.",45.0,47.0,0.9574468085106383
2023-08-22,AM Service Delivery (7 AM-9 AM),Monday-Thursday,WP-AM,7.0,,7.0,No,,45.0,47.0,0.9574468085106383
2023-08-22,Night Service Delivery (9 PM onwards),Monday-Thursday,CH-US,7.0,,9.0,No,,46.0,50.0,0.92
2023-08-22,Night Service Delivery (9 PM onwards),Monday-Thursday,EM-LP,5.0,,6.0,No,,46.0,50.0,0.92
2023-08-22,Night Service Delivery (9 PM onwards),Monday-Thursday,GT-US,14.0,,14.0,No,,46.0,50.0,0.92
2023-08-22,Night Service Delivery (9 PM onwards),Monday-Thursday,NMS,6.0,,7.0,No,,46.0,50.0,0.92
2023-08-22,Night Service Delivery (9 PM onwards),Monday-Thursday,RS-DP,6.0,,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",46.0,50.0,0.92
2023-08-22,Night Service Delivery (9 PM onwards),Monday-Thursday,WP-AM,8.0,,8.0,No,,46.0,50.0,0.92
2023-08-22,Operations Report,Monday-Thursday,CH-US,9.0,9.0,11.0,No,,43.0,54.0,0.7962962962962963
2023-08-22,Operations Report,Monday-Thursday,EM-LP,5.0,5.0,7.0,No,,43.0,54.0,0.7962962962962963
2023-08-22,Operations Report,Monday-Thursday,GT-US,11.0,11.0,13.0,No,,43.0,54.0,0.7962962962962963
2023-08-22,Operations Report,Monday-Thursday,NMS,6.0,6.0,8.0,No,,43.0,54.0,0.7962962962962963
2023-08-22,Operations Report,Monday-Thursday,RS-DP,7.0,7.0,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",43.0,54.0,0.7962962962962963
2023-08-22,Operations Report,Monday-Thursday,WP-AM,5.0,5.0,8.0,No,,43.0,54.0,0.7962962962962963
2023-08-22,PM Service Delivery (3 PM-5 PM),Monday-Thursday,CH-US,9.0,,11.0,No,,44.0,54.0,0.8148148148148148
2023-08-22,PM Service Delivery (3 PM-5 PM),Monday-Thursday,EM-LP,5.0,,7.0,No,,44.0,54.0,0.8148148148148148
2023-08-22,PM Service Delivery (3 PM-5 PM),Monday-Thursday,GT-US,11.0,,13.0,No,,44.0,54.0,0.8148148148148148
2023-08-22,PM Service Delivery (3 PM-5 PM),Monday-Thursday,NMS,6.0,,8.0,No,,44.0,54.0,0.8148148148148148
2023-08-22,PM Service Delivery (3 PM-5 PM),Monday-Thursday,RS-DP,6.0,,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",44.0,54.0,0.8148148148148148
2023-08-22,PM Service Delivery (3 PM-5 PM),Monday-Thursday,WP-AM,7.0,,8.0,No,,44.0,54.0,0.8148148148148148
2023-08-22,Pull-out AM (6 AM-7 AM),Monday-Thursday,CH-US,9.0,,10.0,No,,43.0,44.0,0.9772727272727273
2023-08-22,Pull-out AM (6 AM-7 AM),Monday-Thursday,EM-LP,6.0,,6.0,No,,43.0,44.0,0.9772727272727273
2023-08-22,Pull-out AM (6 AM-7 AM),Monday-Thursday,GT-US,11.0,,11.0,No,,43.0,44.0,0.9772727272727273
2023-08-22,Pull-out AM (6 AM-7 AM),Monday-Thursday,NMS,4.0,,4.0,No,,43.0,44.0,0.9772727272727273
2023-08-22,Pull-out AM (6 AM-7 AM),Monday-Thursday,RS-DP,6.0,,6.0,No,,43.0,44.0,0.9772727272727273
2023-08-22,Pull-out AM (6 AM-7 AM),Monday-Thursday,WP-AM,7.0,,7.0,No,,43.0,44.0,0.9772727272727273
2023-08-23,AM Service Delivery (7 AM-9 AM),Monday-Thursday,CH-US,10.0,,10.0,No,,45.0,47.0,0.9574468085106383
2023-08-23,AM Service Delivery (7 AM-9 AM),Monday-Thursday,EM-LP,5.0,,6.0,No,,45.0,47.0,0.9574468085106383
2023-08-23,AM Service Delivery (7 AM-9 AM),Monday-Thursday,GT-US,11.0,,11.0,No,,45.0,47.0,0.9574468085106383
2023-08-23,AM Service Delivery (7 AM-9 AM),Monday-Thursday,NMS,7.0,,7.0,No,,45.0,47.0,0.9574468085106383
2023-08-23,AM Service Delivery (7 AM-9 AM),Monday-Thursday,RS-DP,6.0,,6.0,Yes,"RS-DP- Operators will detour at Rosslyn due to crane operation until further notice.

 

WESTBOUND-

-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.",45.0,47.0,0.9574468085106383
2023-08-23,AM Service Delivery (7 AM-9 AM),Monday-Thursday,WP-AM,6.0,,7.0,No,,45.0,47.0,0.9574468085106383
2023-08-23,Night Service Delivery (9 PM onwards),Monday-Thursday,CH-US,8.0,,9.0,No,,44.0,50.0,0.88
2023-08-23,Night Service Delivery (9 PM onwards),Monday-Thursday,EM-LP,5.0,,6.0,No,,44.0,50.0,0.88
2023-08-23,Night Service Delivery (9 PM onwards),Monday-Thursday,GT-US,14.0,,14.0,No,,44.0,50.0,0.88
2023-08-23,Night Service Delivery (9 PM onwards),Monday-Thursday,NMS,5.0,,7.0,No,,44.0,50.0,0.88
2023-08-23,Night Service Delivery (9 PM onwards),Monday-Thursday,RS-DP,6.0,,6.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",44.0,50.0,0.88
2023-08-23,Night Service Delivery (9 PM onwards),Monday-Thursday,WP-AM,6.0,,8.0,No,,44.0,50.0,0.88
2023-08-23,PM Service Delivery (3 PM-5 PM),Monday-Thursday,CH-US,9.0,,11.0,No,,44.0,54.0,0.8148148148148148
2023-08-23,PM Service Delivery (3 PM-5 PM),Monday-Thursday,EM-LP,5.0,,7.0,No,,44.0,54.0,0.8148148148148148
2023-08-23,PM Service Delivery (3 PM-5 PM),Monday-Thursday,GT-US,11.0,,13.0,No,,44.0,54.0,0.8148148148148148
2023-08-23,PM Service Delivery (3 PM-5 PM),Monday-Thursday,NMS,6.0,,8.0,No,,44.0,54.0,0.8148148148148148
2023-08-23,PM Service Delivery (3 PM-5 PM),Monday-Thursday,RS-DP,6.0,,7.0,Yes,"WESTBOUND-
-Continue straight to Fort Myer Drive. 
-Left on 19th N. Street
-Right on N. Monroe Street to Bus bay B. Continue regular route no Layover.
 EASTBOUND:

-Normal route to Dupont.",44.0,54.0,0.8148148148148148
2023-08-23,PM Service Delivery (3 PM-5 PM),Monday-Thursday,WP-AM,7.0,,8.0,No,,44.0,54.0,0.8148148148148148
2023-08-23,Pull-out AM (6 AM-7 AM),Monday-Thursday,CH-US,9.0,,10.0,No,,41.0,44.0,0.9318181818181818
2023-08-23,Pull-out AM (6 AM-7 AM),Monday-Thursday,EM-LP,5.0,,6.0,No,,41.0,44.0,0.9318181818181818
2023-08-23,Pull-out AM (6 AM-7 AM),Monday-Thursday,GT-US,11.0,,11.0,No,,41.0,44.0,0.9318181818181818
2023-08-23,Pull-out AM (6 AM-7 AM),Monday-Thursday,NMS,4.0,,4.0,No,,41.0,44.0,0.9318181818181818
2023-08-23,Pull-out AM (6 AM-7 AM),Monday-Thursday,RS-DP,6.0,,6.0,No,,41.0,44.0,0.9318181818181818
2023-08-23,Pull-out AM (6 AM-7 AM),Monday-Thursday,WP-AM,6.0,,7.0,No,,41.0,44.0,0.9318181818181818
2023-08-24,Pull-out AM (6 AM-7 AM),Monday-Thursday,CH-US,7.0,,10.0,No,,39.0,44.0,0.8863636363636364
2023-08-24,Pull-out AM (6 AM-7 AM),Monday-Thursday,EM-LP,6.0,,6.0,No,,39.0,44.0,0.8863636363636364
2023-08-24,Pull-out AM (6 AM-7 AM),Monday-Thursday,GT-US,9.0,,11.0,No,,39.0,44.0,0.8863636363636364
2023-08-24,Pull-out AM (6 AM-7 AM),Monday-Thursday,NMS,4.0,,4.0,No,,39.0,44.0,0.8863636363636364
2023-08-24,Pull-out AM (6 AM-7 AM),Monday-Thursday,RS-DP,6.0,,6.0,No,,39.0,44.0,0.8863636363636364
2023-08-24,Pull-out AM (6 AM-7 AM),Monday-Thursday,WP-AM,7.0,,7.0,No,,39.0,44.0,0.8863636363636364
