Bus Number,Today's Date,Service Date,Bus Missed Revenue,Missed Revenue Block Number,Missed Revenue Route,Start Time for Missed Revenue,End Time for Missed Revenue,Reason for Missed Revenue,Other Reason Here,Replacement Vehicle?,Missed Revenue Duration,Missed Revenue Duration Minutes,Missed Trip Fraction
2102.0,2023-08-30 12:32:59,2023-08-29,Yes,708.0,CH-US,14:00:00,14:31:00,Other,Waiting For Shuttle,0.0,00:31,31.0,0.20666666666666667
2102.0,2023-08-30 12:32:59,2023-08-29,Yes,708.0,CH-US,08:57:00,10:02:00,Passenger Incident,Not Specified,0.0,01:05,65.0,0.43333333333333335
2104.0,2023-08-30 12:32:59,2023-08-29,Yes,706.0,CH-US,07:17:00,10:04:00,Accident,Not Specified,0.0,02:47,167.0,1.1133333333333333
2109.0,2023-08-30 12:32:59,2023-08-29,Yes,103.0,GT-US,23:40:00,00:28:00,Accident,Not Specified,0.0,00:48,48.0,0.4
2113.0,2023-08-30 12:32:59,2023-08-29,Yes,701.0,CH-US,11:40:00,13:07:00,Mechanical,Not Specified,0.0,01:27,87.0,0.58
2115.0,2023-08-30 12:32:59,2023-08-29,Yes,204.0,WP-AM,16:20:00,17:30:00,Vehicle Availability,Not Specified,0.0,01:10,70.0,1.1666666666666667
2116.0,2023-08-30 12:32:59,2023-08-29,Yes,110.0,GT-US,06:40:00,07:40:00,Vehicle Availability,Not Specified,0.0,01:00,60.0,0.5
2119.0,2023-08-30 12:32:59,2023-08-29,Yes,113.0,GT-US,17:40:00,20:48:00,Vehicle Availability,Not Specified,0.0,03:08,188.0,1.5666666666666667
2123.0,2023-08-30 12:32:59,2023-08-29,Yes,710.0,CH-US,15:20:00,16:10:00,Vehicle Availability,Not Specified,0.0,00:50,50.0,0.3333333333333333
2125.0,2023-08-30 12:32:59,2023-08-29,Yes,207.0,WP-AM,19:30:00,20:40:00,Vehicle Availability,Not Specified,0.0,01:10,70.0,1.1666666666666667
3001.0,2023-08-30 12:32:59,2023-08-29,Yes,651.0,RS-DP,06:00:00,06:45:00,Vehicle Availability,Not Specified,0.0,00:45,45.0,1.125
3001.0,2023-08-30 12:32:59,2023-08-29,Yes,851.0,NMS,16:10:00,17:04:00,Vehicle Availability,Not Specified,0.0,00:54,54.0,0.9
3006.0,2023-08-30 12:32:59,2023-08-29,Yes,151.0,GT-US,20:10:00,22:10:00,Vehicle Availability,Not Specified,0.0,02:00,120.0,1.0
3008.0,2023-08-30 12:32:59,2023-08-29,Yes,151.0,GT-US,06:10:00,09:02:00,Vehicle Availability,Not Specified,0.0,02:52,172.0,1.4333333333333333
3014.0,2023-08-30 12:32:59,2023-08-29,Yes,652.0,RS-DP,16:00:00,18:38:00,Vehicle Availability,Not Specified,0.0,02:38,158.0,3.95
