Bus Number,Service Date,Today's Date,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2
2001.0,2023-08-13,2023-08-14 06:30:26,RS-DP,Not Specified,Not Specified
2004.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2005.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
2006.0,2023-08-13,2023-08-14 06:30:26,EM-LP,Not Specified,Not Specified
2007.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2008.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
2010.0,2023-08-13,2023-08-14 06:30:26,GT-US,Not Specified,Not Specified
2011.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2012.0,2023-08-13,2023-08-14 06:30:26,GT-US,Not Specified,Not Specified
2013.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2015.0,2023-08-13,2023-08-14 06:30:26,EM-LP,Not Specified,Not Specified
2017.0,2023-08-13,2023-08-14 06:30:26,WP-AM,Not Specified,Not Specified
2101.0,2023-08-13,2023-08-14 06:30:26,EM-LP,Not Specified,Not Specified
2104.0,2023-08-13,2023-08-14 06:30:26,GT-US,Not Specified,Not Specified
2105.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2106.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2109.0,2023-08-13,2023-08-14 06:30:26,EM-LP,Not Specified,Not Specified
2110.0,2023-08-13,2023-08-14 06:30:26,GT-US,Not Specified,Not Specified
2111.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2112.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
2113.0,2023-08-13,2023-08-14 06:30:26,WP-AM,Not Specified,Not Specified
2114.0,2023-08-13,2023-08-14 06:30:26,NMS,Not Specified,Not Specified
2115.0,2023-08-13,2023-08-14 06:30:26,WP-AM,Not Specified,Not Specified
2116.0,2023-08-13,2023-08-14 06:30:26,RS-DP,Not Specified,Not Specified
2117.0,2023-08-13,2023-08-14 06:30:26,WP-AM,Not Specified,Not Specified
2118.0,2023-08-13,2023-08-14 06:30:26,RS-DP,Not Specified,Not Specified
2119.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2120.0,2023-08-13,2023-08-14 06:30:26,NMS,Not Specified,Not Specified
2122.0,2023-08-13,2023-08-14 06:30:26,GT-US,Not Specified,Not Specified
2123.0,2023-08-13,2023-08-14 06:30:26,NMS,Not Specified,Not Specified
2124.0,2023-08-13,2023-08-14 06:30:26,EM-LP,Not Specified,Not Specified
2125.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
2126.0,2023-08-13,2023-08-14 06:30:26,GT-US,Not Specified,Not Specified
3001.0,2023-08-13,2023-08-14 06:30:26,RS-DP,Not Specified,Not Specified
3004.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
3005.0,2023-08-13,2023-08-14 06:30:26,CH-US,Not Specified,Not Specified
3006.0,2023-08-13,2023-08-14 06:30:26,WP-AM,Not Specified,Not Specified
3007.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
3008.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
3011.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
3012.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
3013.0,2023-08-13,2023-08-14 06:30:26,NMS,Not Specified,Not Specified
3014.0,2023-08-13,2023-08-14 06:30:26,EM-LP,Not Specified,Not Specified
3101.0,2023-08-13,2023-08-14 06:30:26,Spare,Not Specified,Not Specified
1131.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1134.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1135.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1136.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1140.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1141.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1142.0,2023-08-12,2023-08-12 07:05:01,Down,Not Specified,Not Specified
1143.0,2023-08-12,2023-08-12 07:05:01,RS-DP,Not Specified,Not Specified
1130.0,2023-08-12,2023-08-12 06:54:43,Down,Not Specified,Not Specified
1132.0,2023-08-12,2023-08-12 06:54:43,RS-DP,Not Specified,Not Specified
1133.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
1137.0,2023-08-12,2023-08-12 06:54:43,RS-DP,Not Specified,Not Specified
1138.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
1139.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
2001.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2002.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
2003.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2004.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2005.0,2023-08-12,2023-08-12 06:54:43,EM-LP,Not Specified,Not Specified
2006.0,2023-08-12,2023-08-12 06:54:43,EM-LP,Not Specified,Not Specified
2007.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2008.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
2010.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2011.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2012.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
2013.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
2015.0,2023-08-12,2023-08-12 06:54:43,NMS,Not Specified,Not Specified
2016.0,2023-08-12,2023-08-12 06:54:43,NMS,Not Specified,Not Specified
2017.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2101.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
2102.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
2103.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2104.0,2023-08-12,2023-08-12 06:54:43,RS-DP,Not Specified,Not Specified
2105.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
2106.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2109.0,2023-08-12,2023-08-12 06:54:43,EM-LP,Not Specified,Not Specified
2110.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2111.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
2112.0,2023-08-12,2023-08-12 06:54:43,EM-LP,Not Specified,Not Specified
2113.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
2114.0,2023-08-12,2023-08-12 06:54:43,EM-LP,Not Specified,Not Specified
2116.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2117.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
2118.0,2023-08-12,2023-08-12 06:54:43,RS-DP,Not Specified,Not Specified
2119.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2120.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2121.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
2122.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
2123.0,2023-08-12,2023-08-12 06:54:43,NMS,Not Specified,Not Specified
2124.0,2023-08-12,2023-08-12 06:54:43,NMS,Not Specified,Not Specified
2125.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
2126.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
3001.0,2023-08-12,2023-08-12 06:54:43,EM-LP,Not Specified,Not Specified
3002.0,2023-08-12,2023-08-12 06:54:43,GT-US,Not Specified,Not Specified
3003.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3004.0,2023-08-12,2023-08-12 06:54:43,WP-AM,Not Specified,Not Specified
3005.0,2023-08-12,2023-08-12 06:54:43,CH-US,Not Specified,Not Specified
3006.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3007.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3008.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3011.0,2023-08-12,2023-08-12 06:54:43,RS-DP,Not Specified,Not Specified
3012.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3013.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3014.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
3101.0,2023-08-12,2023-08-12 06:54:43,Spare,Not Specified,Not Specified
1130.0,2023-08-11,2023-08-15 08:04:36,Down,Ready to Pick Up,Not Specified
1131.0,2023-08-11,2023-08-15 08:04:36,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-11,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1135.0,2023-08-11,2023-08-15 08:04:36,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-11,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1140.0,2023-08-11,2023-08-15 08:04:36,Down,Follow Up,Not Specified
1141.0,2023-08-11,2023-08-15 08:04:36,Down,Overheating Engine,Not Specified
1142.0,2023-08-11,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1143.0,2023-08-11,2023-08-15 08:04:36,Down,Fuel System/Leaks/Pressure,Not Specified
2009.0,2023-08-11,2023-08-15 08:04:36,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2014.0,2023-08-11,2023-08-15 08:04:36,Down,Shutting Down,Not Specified
2018.0,2023-08-11,2023-08-15 08:04:36,Down,Fire Suppression System/Discharge/No Start,Not Specified
2107.0,2023-08-11,2023-08-15 08:04:36,Down,Fire Suppression System/Discharge/No Start,Not Specified
2108.0,2023-08-11,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
2115.0,2023-08-11,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
3009.0,2023-08-11,2023-08-15 08:04:36,Down,HV Light On,Not Specified
3010.0,2023-08-11,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1132.0,2023-08-11,2023-08-11 03:06:17,RS-DP,Not Specified,Not Specified
1133.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
1137.0,2023-08-11,2023-08-11 03:06:17,RS-DP,Not Specified,Not Specified
1138.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
1139.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
2001.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2002.0,2023-08-11,2023-08-11 03:06:17,WP-AM,Not Specified,Not Specified
2003.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2004.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2005.0,2023-08-11,2023-08-11 03:06:17,EM-LP,Not Specified,Not Specified
2006.0,2023-08-11,2023-08-11 03:06:17,EM-LP,Not Specified,Not Specified
2007.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2008.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
2010.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2011.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2012.0,2023-08-11,2023-08-11 03:06:17,WP-AM,Not Specified,Not Specified
2013.0,2023-08-11,2023-08-11 03:06:17,WP-AM,Not Specified,Not Specified
2015.0,2023-08-11,2023-08-11 03:06:17,NMS,Not Specified,Not Specified
2016.0,2023-08-11,2023-08-11 03:06:17,NMS,Not Specified,Not Specified
2017.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2101.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
2102.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
2103.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2104.0,2023-08-11,2023-08-11 03:06:17,RS-DP,Not Specified,Not Specified
2105.0,2023-08-11,2023-08-11 03:06:17,WP-AM,Not Specified,Not Specified
2106.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2109.0,2023-08-11,2023-08-11 03:06:17,EM-LP,Not Specified,Not Specified
2110.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2111.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
2112.0,2023-08-11,2023-08-11 03:06:17,EM-LP,Not Specified,Not Specified
2113.0,2023-08-11,2023-08-11 03:06:17,WP-AM,Not Specified,Not Specified
2114.0,2023-08-11,2023-08-11 03:06:17,EM-LP,Not Specified,Not Specified
2116.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2117.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
2118.0,2023-08-11,2023-08-11 03:06:17,RS-DP,Not Specified,Not Specified
2119.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2120.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2121.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
2122.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
2123.0,2023-08-11,2023-08-11 03:06:17,NMS,Not Specified,Not Specified
2124.0,2023-08-11,2023-08-11 03:06:17,NMS,Not Specified,Not Specified
2125.0,2023-08-11,2023-08-11 03:06:17,WP-AM,Not Specified,Not Specified
2126.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
3001.0,2023-08-11,2023-08-11 03:06:17,EM-LP,Not Specified,Not Specified
3002.0,2023-08-11,2023-08-11 03:06:17,GT-US,Not Specified,Not Specified
3003.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3004.0,2023-08-11,2023-08-11 03:06:17,NMS,Not Specified,Not Specified
3005.0,2023-08-11,2023-08-11 03:06:17,CH-US,Not Specified,Not Specified
3006.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3007.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3008.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3011.0,2023-08-11,2023-08-11 03:06:17,RS-DP,Not Specified,Not Specified
3012.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3013.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3014.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
3101.0,2023-08-11,2023-08-11 03:06:17,Spare,Not Specified,Not Specified
1131.0,2023-08-10,2023-08-15 08:04:36,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-10,2023-08-15 08:04:36,Down,Shutting Down,Not Specified
1134.0,2023-08-10,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1135.0,2023-08-10,2023-08-15 08:04:36,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-10,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1140.0,2023-08-10,2023-08-15 08:04:36,Down,Follow Up,Not Specified
1141.0,2023-08-10,2023-08-15 08:04:36,Down,Overheating Engine,Not Specified
1142.0,2023-08-10,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1143.0,2023-08-10,2023-08-15 08:04:36,Down,Fuel System/Leaks/Pressure,Not Specified
2009.0,2023-08-10,2023-08-15 08:04:36,Down,Not Specified,Not Specified
2018.0,2023-08-10,2023-08-15 08:04:36,Down,Fire Suppression System/Discharge/No Start,Not Specified
2107.0,2023-08-10,2023-08-15 08:04:36,Down,Awaiting Diag.,Not Specified
2108.0,2023-08-10,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
2115.0,2023-08-10,2023-08-15 08:04:36,Down,Bodyshop/Vendor,Not Specified
2126.0,2023-08-10,2023-08-15 08:04:36,Down,Progress,Not Specified
3009.0,2023-08-10,2023-08-15 08:04:36,Down,Awaiting Proterra,Not Specified
3010.0,2023-08-10,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1130.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
1133.0,2023-08-10,2023-08-10 06:23:30,RS-DP,Not Specified,Not Specified
1137.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
1138.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
1139.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
2001.0,2023-08-10,2023-08-10 06:23:30,RS-DP,Not Specified,Not Specified
2002.0,2023-08-10,2023-08-10 06:23:30,RS-DP,Not Specified,Not Specified
2003.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2004.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2005.0,2023-08-10,2023-08-10 06:23:30,NMS,Not Specified,Not Specified
2006.0,2023-08-10,2023-08-10 06:23:30,NMS,Not Specified,Not Specified
2007.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
2008.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
2010.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2011.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2012.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
2013.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2014.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2015.0,2023-08-10,2023-08-10 06:23:30,NMS,Not Specified,Not Specified
2016.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
2017.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
2101.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
2102.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
2103.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2104.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
2105.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
2106.0,2023-08-10,2023-08-10 06:23:30,NMS,Not Specified,Not Specified
2109.0,2023-08-10,2023-08-10 06:23:30,NMS,Not Specified,Not Specified
2110.0,2023-08-10,2023-08-10 06:23:30,RS-DP,Not Specified,Not Specified
2111.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2112.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2113.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2114.0,2023-08-10,2023-08-10 06:23:30,NMS,Not Specified,Not Specified
2116.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2117.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2118.0,2023-08-10,2023-08-10 06:23:30,RS-DP,Not Specified,Not Specified
2119.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2120.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
2121.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
2122.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
2123.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
2124.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
2125.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
3001.0,2023-08-10,2023-08-10 06:23:30,GT-US,Not Specified,Not Specified
3002.0,2023-08-10,2023-08-10 06:23:30,WP-AM,Not Specified,Not Specified
3003.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
3004.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
3005.0,2023-08-10,2023-08-10 06:23:30,RS-DP,Not Specified,Not Specified
3006.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
3007.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
3008.0,2023-08-10,2023-08-10 06:23:30,CH-US,Not Specified,Not Specified
3011.0,2023-08-10,2023-08-10 06:23:30,EM-LP,Not Specified,Not Specified
3012.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
3013.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
3014.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
3101.0,2023-08-10,2023-08-10 06:23:30,Spare,Not Specified,Not Specified
1130.0,2023-08-09,2023-08-15 08:04:36,Down,Ready to Pick Up,Not Specified
1131.0,2023-08-09,2023-08-15 08:04:36,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-09,2023-08-15 08:04:36,Down,Shutting Down,Not Specified
1134.0,2023-08-09,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1135.0,2023-08-09,2023-08-15 08:04:36,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-09,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
1137.0,2023-08-09,2023-08-15 08:04:36,Down,Need Injectors,Not Specified
1140.0,2023-08-09,2023-08-15 08:04:36,Down,Follow Up,Not Specified
1141.0,2023-08-09,2023-08-15 08:04:36,Down,Overheating Engine,Not Specified
1142.0,2023-08-09,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1143.0,2023-08-09,2023-08-15 08:04:36,Down,Fuel System/Leaks/Pressure,Not Specified
2003.0,2023-08-09,2023-08-15 08:04:36,Down,Check/Stop System/Engine Lights,Not Specified
2009.0,2023-08-09,2023-08-15 08:04:36,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2014.0,2023-08-09,2023-08-15 08:04:36,Down,Shutting Down,Not Specified
2107.0,2023-08-09,2023-08-15 08:04:36,Down,Fire Suppression System/Discharge/No Start,Not Specified
2108.0,2023-08-09,2023-08-15 08:04:36,Down,Transmission Issues,Not Specified
2115.0,2023-08-09,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
2126.0,2023-08-09,2023-08-15 08:04:36,Down,Follow Up,Not Specified
3009.0,2023-08-09,2023-08-15 08:04:36,Down,HV Light On,Not Specified
3010.0,2023-08-09,2023-08-15 08:04:36,Down,Accident Damage,Not Specified
1133.0,2023-08-09,2023-08-09 04:47:28,RS-DP,Not Specified,Not Specified
1138.0,2023-08-09,2023-08-09 04:47:28,RS-DP,Not Specified,Not Specified
1139.0,2023-08-09,2023-08-09 04:47:28,RS-DP,Not Specified,Not Specified
2001.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
2002.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
2004.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2005.0,2023-08-09,2023-08-09 04:47:28,EM-LP,Not Specified,Not Specified
2006.0,2023-08-09,2023-08-09 04:47:28,NMS,Not Specified,Not Specified
2007.0,2023-08-09,2023-08-09 04:47:28,NMS,Not Specified,Not Specified
2008.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2010.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
2011.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
2012.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
2013.0,2023-08-09,2023-08-09 04:47:28,RS-DP,Not Specified,Not Specified
2015.0,2023-08-09,2023-08-09 04:47:28,NMS,Not Specified,Not Specified
2016.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2017.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
2018.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2101.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2102.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2103.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
2104.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2105.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2106.0,2023-08-09,2023-08-09 04:47:28,EM-LP,Not Specified,Not Specified
2109.0,2023-08-09,2023-08-09 04:47:28,EM-LP,Not Specified,Not Specified
2110.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
2111.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2112.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2113.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
2114.0,2023-08-09,2023-08-09 04:47:28,EM-LP,Not Specified,Not Specified
2116.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2117.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
2118.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2119.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
2120.0,2023-08-09,2023-08-09 04:47:28,RS-DP,Not Specified,Not Specified
2121.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
2122.0,2023-08-09,2023-08-09 04:47:28,NMS,Not Specified,Not Specified
2123.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
2124.0,2023-08-09,2023-08-09 04:47:28,EM-LP,Not Specified,Not Specified
2125.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
3001.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3002.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3003.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3004.0,2023-08-09,2023-08-09 04:47:28,CH-US,Not Specified,Not Specified
3005.0,2023-08-09,2023-08-09 04:47:28,GT-US,Not Specified,Not Specified
3006.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3007.0,2023-08-09,2023-08-09 04:47:28,WP-AM,Not Specified,Not Specified
3008.0,2023-08-09,2023-08-09 04:47:28,EM-LP,Not Specified,Not Specified
3011.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3012.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3013.0,2023-08-09,2023-08-09 04:47:28,RS-DP,Not Specified,Not Specified
3014.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
3101.0,2023-08-09,2023-08-09 04:47:28,Spare,Not Specified,Not Specified
1130.0,2023-08-03,2023-08-15 08:04:36,Down,Power Issues,Not Specified
