Bus Number,Service Date,Today's Date,AM Pull-out Route/Down/NIS,AM Pullout Down Bus Reason 1,AM Pullout Down Bus Reason 2
1130.0,2023-08-27,2023-08-27 04:36:24,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-27,2023-08-27 04:36:24,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
1133.0,2023-08-27,2023-08-27 04:36:24,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-27,2023-08-27 04:36:24,Down,Transmission Issues,Not Specified
1135.0,2023-08-27,2023-08-27 04:36:24,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-27,2023-08-27 04:36:24,Down,Transmission Issues,Not Specified
1137.0,2023-08-27,2023-08-27 04:36:24,RS-DP,Not Specified,Not Specified
1138.0,2023-08-27,2023-08-27 04:36:24,Down,Overheating Engine,Not Specified
1139.0,2023-08-27,2023-08-27 04:36:24,WP-AM,Not Specified,Not Specified
1140.0,2023-08-27,2023-08-27 04:36:24,RS-DP,Overheating Engine,Not Specified
1141.0,2023-08-27,2023-08-27 04:36:24,Down,Overheating Engine,Not Specified
1142.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
1143.0,2023-08-27,2023-08-27 04:36:24,Down,Audit 'B'/ Ss Axle 2 Light,Not Specified
2001.0,2023-08-27,2023-08-27 04:36:24,Down,Follow Up,Not Specified
2002.0,2023-08-27,2023-08-27 04:36:24,RS-DP,Not Specified,Not Specified
2003.0,2023-08-27,2023-08-27 04:36:24,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-27,2023-08-27 04:36:24,EM-LP,Not Specified,Not Specified
2005.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2006.0,2023-08-27,2023-08-27 04:36:24,Spare,Not Specified,Not Specified
2007.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2008.0,2023-08-27,2023-08-27 04:36:24,RS-DP,Not Specified,Not Specified
2009.0,2023-08-27,2023-08-27 04:36:24,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2010.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2011.0,2023-08-27,2023-08-27 04:36:24,NMS,Not Specified,Not Specified
2012.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2013.0,2023-08-27,2023-08-27 04:36:24,Down,Door-Glass Cracked,Not Specified
2014.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2015.0,2023-08-27,2023-08-27 04:36:24,EM-LP,Not Specified,Not Specified
2016.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2017.0,2023-08-27,2023-08-27 04:36:24,Down,Follow Up,Not Specified
2018.0,2023-08-27,2023-08-27 04:36:24,Down,Fire Suppression System/Discharge/No Start,Not Specified
2101.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2102.0,2023-08-27,2023-08-27 04:36:24,RS-DP,Not Specified,Not Specified
2103.0,2023-08-27,2023-08-27 04:36:24,EM-LP,Not Specified,Not Specified
2104.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2105.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2106.0,2023-08-27,2023-08-27 04:36:24,Spare,Not Specified,Not Specified
2107.0,2023-08-27,2023-08-27 04:36:24,Down,Fire Suppression System/Discharge/No Start,Not Specified
2108.0,2023-08-27,2023-08-27 04:36:24,Down,Check/Stop System/Engine Lights,Not Specified
2109.0,2023-08-27,2023-08-27 04:36:24,NMS,Not Specified,Not Specified
2110.0,2023-08-27,2023-08-27 04:36:24,WP-AM,Not Specified,Not Specified
2111.0,2023-08-27,2023-08-27 04:36:24,Spare,Not Specified,Not Specified
2112.0,2023-08-27,2023-08-27 04:36:24,NMS,Not Specified,Not Specified
2113.0,2023-08-27,2023-08-27 04:36:24,Down,A/C (HVAC) Issues,Not Specified
2114.0,2023-08-27,2023-08-27 04:36:24,WP-AM,Not Specified,Not Specified
2115.0,2023-08-27,2023-08-27 04:36:24,WP-AM,Not Specified,Not Specified
2116.0,2023-08-27,2023-08-27 04:36:24,WP-AM,Not Specified,Not Specified
2117.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2118.0,2023-08-27,2023-08-27 04:36:24,RS-DP,Not Specified,Not Specified
2119.0,2023-08-27,2023-08-27 04:36:24,EM-LP,Not Specified,Not Specified
2120.0,2023-08-27,2023-08-27 04:36:24,EM-LP,Not Specified,Not Specified
2121.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2122.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2123.0,2023-08-27,2023-08-27 04:36:24,CH-US,Not Specified,Not Specified
2124.0,2023-08-27,2023-08-27 04:36:24,Down,Windshield Cracked,Not Specified
2125.0,2023-08-27,2023-08-27 04:36:24,GT-US,Not Specified,Not Specified
2126.0,2023-08-27,2023-08-27 04:36:24,WP-AM,Not Specified,Not Specified
3001.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3002.0,2023-08-27,2023-08-27 04:36:24,Down,Fire Suppression System/Discharge/No Start,Not Specified
3003.0,2023-08-27,2023-08-27 04:36:24,Down,Air Compressor Install,Not Specified
3004.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3005.0,2023-08-27,2023-08-27 04:36:24,Down,Ignition Issues/No Start,Not Specified
3006.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3007.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3008.0,2023-08-27,2023-08-27 04:36:24,Down,Ignition Issues/No Start,Not Specified
3009.0,2023-08-27,2023-08-27 04:36:24,Down,Brakes/Brake System,Not Specified
3010.0,2023-08-27,2023-08-27 04:36:24,Down,Accident Damage,Not Specified
3011.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3012.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3013.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3014.0,2023-08-27,2023-08-27 04:36:24,Spare,Low Charge,Not Specified
3101.0,2023-08-27,2023-08-27 04:36:24,Not in Service,Not Specified,Not Specified
1130.0,2023-08-26,2023-08-26 04:51:59,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-26,2023-08-26 04:51:59,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-26,2023-08-26 04:51:59,WP-AM,Not Specified,Not Specified
1133.0,2023-08-26,2023-08-26 04:51:59,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-26,2023-08-26 04:51:59,Down,Transmission Issues,Not Specified
1135.0,2023-08-26,2023-08-26 04:51:59,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-26,2023-08-26 04:51:59,Down,Transmission Issues,Not Specified
1137.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
1138.0,2023-08-26,2023-08-26 04:51:59,Down,Accident Damage,Not Specified
1139.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
1140.0,2023-08-26,2023-08-26 04:51:59,RS-DP,Not Specified,Not Specified
1141.0,2023-08-26,2023-08-26 04:51:59,Down,Overheating Engine,Not Specified
1142.0,2023-08-26,2023-08-26 04:51:59,RS-DP,Not Specified,Not Specified
1143.0,2023-08-26,2023-08-26 04:51:59,Down,Audit B Defect/ Ss Axel 2 Light,Not Specified
2001.0,2023-08-26,2023-08-26 04:51:59,Down,Follow Up,Not Specified
2002.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2003.0,2023-08-26,2023-08-26 04:51:59,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
2005.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2006.0,2023-08-26,2023-08-26 04:51:59,NMS,Not Specified,Not Specified
2007.0,2023-08-26,2023-08-26 04:51:59,WP-AM,Not Specified,Not Specified
2008.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2009.0,2023-08-26,2023-08-26 04:51:59,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2010.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2011.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
2012.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2013.0,2023-08-26,2023-08-26 04:51:59,RS-DP,Not Specified,Not Specified
2014.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2015.0,2023-08-26,2023-08-26 04:51:59,EM-LP,Not Specified,Not Specified
2016.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2017.0,2023-08-26,2023-08-26 04:51:59,EM-LP,Not Specified,Not Specified
2018.0,2023-08-26,2023-08-26 04:51:59,Down,Not Specified,Not Specified
2101.0,2023-08-26,2023-08-26 04:51:59,WP-AM,Not Specified,Not Specified
2102.0,2023-08-26,2023-08-26 04:51:59,WP-AM,Not Specified,Not Specified
2103.0,2023-08-26,2023-08-26 04:51:59,EM-LP,Not Specified,Not Specified
2104.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2105.0,2023-08-26,2023-08-26 04:51:59,WP-AM,Not Specified,Not Specified
2106.0,2023-08-26,2023-08-26 04:51:59,NMS,Not Specified,Not Specified
2107.0,2023-08-26,2023-08-26 04:51:59,Down,Fire Suppression System/Discharge/No Start,Not Specified
2108.0,2023-08-26,2023-08-26 04:51:59,Down,Check Trans. Light Active,Not Specified
2109.0,2023-08-26,2023-08-26 04:51:59,EM-LP,Not Specified,Not Specified
2110.0,2023-08-26,2023-08-26 04:51:59,RS-DP,Not Specified,Not Specified
2111.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2112.0,2023-08-26,2023-08-26 04:51:59,EM-LP,Not Specified,Not Specified
2113.0,2023-08-26,2023-08-26 04:51:59,Down,A/C (HVAC) Issues,Not Specified
2114.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2115.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2116.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2117.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
2118.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
2119.0,2023-08-26,2023-08-26 04:51:59,NMS,Not Specified,Not Specified
2120.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
2121.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2122.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2123.0,2023-08-26,2023-08-26 04:51:59,WP-AM,Not Specified,Not Specified
2124.0,2023-08-26,2023-08-26 04:51:59,CH-US,Not Specified,Not Specified
2125.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
2126.0,2023-08-26,2023-08-26 04:51:59,RS-DP,Not Specified,Not Specified
3001.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
3002.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
3003.0,2023-08-26,2023-08-26 04:51:59,Down,Air Leak,Not Specified
3004.0,2023-08-26,2023-08-26 04:51:59,GT-US,Not Specified,Not Specified
3005.0,2023-08-26,2023-08-26 04:51:59,Down,Ignition Issues/No Start,Not Specified
3006.0,2023-08-26,2023-08-26 04:51:59,EM-LP,Not Specified,Not Specified
3007.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
3008.0,2023-08-26,2023-08-26 04:51:59,Down,No Start,Not Specified
3009.0,2023-08-26,2023-08-26 04:51:59,Down,Brakes/Brake System,Not Specified
3010.0,2023-08-26,2023-08-26 04:51:59,Down,Accident Damage,Not Specified
3011.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
3012.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
3013.0,2023-08-26,2023-08-26 04:51:59,RS-DP,Not Specified,Not Specified
3014.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
3101.0,2023-08-26,2023-08-26 04:51:59,Spare,Not Specified,Not Specified
1130.0,2023-08-25,2023-08-25 03:22:15,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
1132.0,2023-08-25,2023-08-25 03:22:15,Down,A/C (HVAC) Issues,Not Specified
1133.0,2023-08-25,2023-08-25 03:22:15,Down,Ac Compressor Noise,Not Specified
1134.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
1135.0,2023-08-25,2023-08-25 03:22:15,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-25,2023-08-25 03:22:15,Down,Transmission Issues,Not Specified
1137.0,2023-08-25,2023-08-25 03:22:15,RS-DP,Not Specified,Not Specified
1138.0,2023-08-25,2023-08-25 03:22:15,Down,Accident Damage,Not Specified
1139.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
1140.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
1141.0,2023-08-25,2023-08-25 03:22:15,Down,Over Heating (Fan Sensor),Not Specified
1142.0,2023-08-25,2023-08-25 03:22:15,RS-DP,Not Specified,Not Specified
1143.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
2001.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2002.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2003.0,2023-08-25,2023-08-25 03:22:15,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2005.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2006.0,2023-08-25,2023-08-25 03:22:15,EM-LP,Not Specified,Not Specified
2007.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2008.0,2023-08-25,2023-08-25 03:22:15,EM-LP,Not Specified,Not Specified
2009.0,2023-08-25,2023-08-25 03:22:15,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2010.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2011.0,2023-08-25,2023-08-25 03:22:15,EM-LP,Not Specified,Not Specified
2012.0,2023-08-25,2023-08-25 03:22:15,RS-DP,Not Specified,Not Specified
2013.0,2023-08-25,2023-08-25 03:22:15,Down,Check/Stop System/Engine Lights, Follow Up
2014.0,2023-08-25,2023-08-25 03:22:15,EM-LP,Not Specified,Not Specified
2015.0,2023-08-25,2023-08-25 03:22:15,NMS,Not Specified,Not Specified
2016.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2017.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
2018.0,2023-08-25,2023-08-25 03:22:15,Down,Fire Suppression System/Discharge/No Start,Not Specified
2101.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2102.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
2103.0,2023-08-25,2023-08-25 03:22:15,EM-LP,Not Specified,Not Specified
2104.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2105.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
2106.0,2023-08-25,2023-08-25 03:22:15,NMS,Not Specified,Not Specified
2107.0,2023-08-25,2023-08-25 03:22:15,Down,Fire Suppression System/Discharge/No Start,Not Specified
2108.0,2023-08-25,2023-08-25 03:22:15,Down,Transmission Issues,Not Specified
2109.0,2023-08-25,2023-08-25 03:22:15,NMS,Not Specified,Not Specified
2110.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2111.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2112.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
2113.0,2023-08-25,2023-08-25 03:22:15,RS-DP,Not Specified,Not Specified
2114.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
2115.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2116.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
2117.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2118.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
2119.0,2023-08-25,2023-08-25 03:22:15,NMS,Not Specified,Not Specified
2120.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2121.0,2023-08-25,2023-08-25 03:22:15,CH-US,Not Specified,Not Specified
2122.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
2123.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2124.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
2125.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
2126.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
3001.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3002.0,2023-08-25,2023-08-25 03:22:15,RS-DP,Not Specified,Not Specified
3003.0,2023-08-25,2023-08-25 03:22:15,Down,Fuel System/Leaks/Pressure,Not Specified
3004.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3005.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3006.0,2023-08-25,2023-08-25 03:22:15,GT-US,Not Specified,Not Specified
3007.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3008.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3009.0,2023-08-25,2023-08-25 03:22:15,Down,DC/DC#2,Not Specified
3010.0,2023-08-25,2023-08-25 03:22:15,Down,Accident Damage,Not Specified
3011.0,2023-08-25,2023-08-25 03:22:15,WP-AM,Not Specified,Not Specified
3012.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3013.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3014.0,2023-08-25,2023-08-25 03:22:15,Spare,Not Specified,Not Specified
3101.0,2023-08-25,2023-08-25 03:22:15,Training,Not Specified,Not Specified
1130.0,2023-08-24,2023-08-24 03:56:59,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-24,2023-08-24 03:56:59,RS-DP,Not Specified,Not Specified
1132.0,2023-08-24,2023-08-24 03:56:59,Down,A/C (HVAC) Issues,Not Specified
1133.0,2023-08-24,2023-08-24 03:56:59,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-24,2023-08-24 03:56:59,RS-DP,Not Specified,Not Specified
1135.0,2023-08-24,2023-08-24 03:56:59,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-24,2023-08-24 03:56:59,Down,Transmission Issues,Not Specified
1137.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
1138.0,2023-08-24,2023-08-24 03:56:59,Down,Accident Damage,Not Specified
1139.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
1140.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
1141.0,2023-08-24,2023-08-24 03:56:59,Down,Overheating Engine,Not Specified
1142.0,2023-08-24,2023-08-24 03:56:59,RS-DP,Not Specified,Not Specified
1143.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2001.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2002.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
2003.0,2023-08-24,2023-08-24 03:56:59,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
2005.0,2023-08-24,2023-08-24 03:56:59,RS-DP,Not Specified,Not Specified
2006.0,2023-08-24,2023-08-24 03:56:59,NMS,Not Specified,Not Specified
2007.0,2023-08-24,2023-08-24 03:56:59,Down,Follow Up,Not Specified
2008.0,2023-08-24,2023-08-24 03:56:59,NMS,Not Specified,Not Specified
2009.0,2023-08-24,2023-08-24 03:56:59,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2010.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2011.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2012.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2013.0,2023-08-24,2023-08-24 03:56:59,Down,Check/Stop System/Engine Lights, Follow Up
2014.0,2023-08-24,2023-08-24 03:56:59,NMS,Not Specified,Not Specified
2015.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2016.0,2023-08-24,2023-08-24 03:56:59,WP-AM,Not Specified,Not Specified
2017.0,2023-08-24,2023-08-24 03:56:59,NMS,Not Specified,Not Specified
2018.0,2023-08-24,2023-08-24 03:56:59,Down,Fire Suppression System/Discharge/No Start,Not Specified
2101.0,2023-08-24,2023-08-24 03:56:59,EM-LP,Not Specified,Not Specified
2102.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2103.0,2023-08-24,2023-08-24 03:56:59,EM-LP,Not Specified,Not Specified
2104.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
2105.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2106.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2107.0,2023-08-24,2023-08-24 03:56:59,Down,Fire Suppression System/Discharge/No Start, Ignition Issues/No Start
2108.0,2023-08-24,2023-08-24 03:56:59,Down,Transmission Issues,Not Specified
2109.0,2023-08-24,2023-08-24 03:56:59,EM-LP,Not Specified,Not Specified
2110.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2111.0,2023-08-24,2023-08-24 03:56:59,WP-AM,Not Specified,Not Specified
2112.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2113.0,2023-08-24,2023-08-24 03:56:59,EM-LP,Not Specified,Not Specified
2114.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2115.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
2116.0,2023-08-24,2023-08-24 03:56:59,WP-AM,Not Specified,Not Specified
2117.0,2023-08-24,2023-08-24 03:56:59,WP-AM,Not Specified,Not Specified
2118.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2119.0,2023-08-24,2023-08-24 03:56:59,EM-LP,Not Specified,Not Specified
2120.0,2023-08-24,2023-08-24 03:56:59,CH-US,Not Specified,Not Specified
2121.0,2023-08-24,2023-08-24 03:56:59,RS-DP,Not Specified,Not Specified
2122.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
2123.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
2124.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
2125.0,2023-08-24,2023-08-24 03:56:59,WP-AM,Not Specified,Not Specified
2126.0,2023-08-24,2023-08-24 03:56:59,WP-AM,Not Specified,Not Specified
3001.0,2023-08-24,2023-08-24 03:56:59,EM-LP,Not Specified,Not Specified
3002.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3003.0,2023-08-24,2023-08-24 03:56:59,Down,Air Pressure,Not Specified
3004.0,2023-08-24,2023-08-24 03:56:59,RS-DP,Not Specified,Not Specified
3005.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3006.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3007.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3008.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3009.0,2023-08-24,2023-08-24 03:56:59,Down,DC/DC#2,Not Specified
3010.0,2023-08-24,2023-08-24 03:56:59,Down,Accident Damage,Not Specified
3011.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3012.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3013.0,2023-08-24,2023-08-24 03:56:59,Spare,Not Specified,Not Specified
3014.0,2023-08-24,2023-08-24 03:56:59,GT-US,Not Specified,Not Specified
3101.0,2023-08-24,2023-08-24 03:56:59,Training,Not Specified,Not Specified
1130.0,2023-08-23,2023-08-23 04:33:09,Down,A/C (HVAC) Issues,Not Specified
1131.0,2023-08-23,2023-08-23 04:33:09,Down,A/C (HVAC) Issues,Not Specified
1132.0,2023-08-23,2023-08-23 04:33:09,Down,A/C (HVAC) Issues,Not Specified
1133.0,2023-08-23,2023-08-23 04:33:09,Down,A/C (HVAC) Issues,Not Specified
1134.0,2023-08-23,2023-08-23 04:33:09,Down,Transmission Issues,Not Specified
1135.0,2023-08-23,2023-08-23 04:33:09,Down,Mid-life Refurbishment,Not Specified
1136.0,2023-08-23,2023-08-23 04:33:09,Down,Transmission Issues,Not Specified
1137.0,2023-08-23,2023-08-23 04:33:09,Down,Follow Up,Not Specified
1138.0,2023-08-23,2023-08-23 04:33:09,Down,Accident Damage,Not Specified
1139.0,2023-08-23,2023-08-23 04:33:09,WP-AM,Not Specified,Not Specified
1140.0,2023-08-23,2023-08-23 04:33:09,WP-AM,Not Specified,Not Specified
1141.0,2023-08-23,2023-08-23 04:33:09,Down,Overheating Engine,Not Specified
1142.0,2023-08-23,2023-08-23 04:33:09,GT-US,Not Specified,Not Specified
1143.0,2023-08-23,2023-08-23 04:33:09,GT-US,Not Specified,Not Specified
2001.0,2023-08-23,2023-08-23 04:33:09,GT-US,Not Specified,Not Specified
2002.0,2023-08-23,2023-08-23 04:33:09,RS-DP,Not Specified,Not Specified
2003.0,2023-08-23,2023-08-23 04:33:09,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2004.0,2023-08-23,2023-08-23 04:33:09,CH-US,Not Specified,Not Specified
2005.0,2023-08-23,2023-08-23 04:33:09,WP-AM,Not Specified,Not Specified
2006.0,2023-08-23,2023-08-23 04:33:09,EM-LP,Not Specified,Not Specified
2007.0,2023-08-23,2023-08-23 04:33:09,Down,Follow Up,Not Specified
2008.0,2023-08-23,2023-08-23 04:33:09,CH-US,Not Specified,Not Specified
2009.0,2023-08-23,2023-08-23 04:33:09,Down,Bae Issues/Doesn't Move/Cluster,Not Specified
2010.0,2023-08-23,2023-08-23 04:33:09,EM-LP,Not Specified,Not Specified
2011.0,2023-08-23,2023-08-23 04:33:09,CH-US,Not Specified,Not Specified
2012.0,2023-08-23,2023-08-23 04:33:09,RS-DP,Not Specified,Not Specified
2013.0,2023-08-23,2023-08-23 04:33:09,Down,Check/Stop System/Engine Lights,Not Specified
2014.0,2023-08-23,2023-08-23 04:33:09,EM-LP,Not Specified,Not Specified
2015.0,2023-08-23,2023-08-23 04:33:09,GT-US,Not Specified,Not Specified
2016.0,2023-08-23,2023-08-23 04:33:09,GT-US,Not Specified,Not Specified
